,tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,dog_stage
48,882992080364220416,,,2017-07-06 15:58:11+00:00,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,Unknown
49,882762694511734784,,,2017-07-06 00:46:41+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,Pupper
50,882627270321602560,,,2017-07-05 15:48:34+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,Unknown
51,882268110199369728,,,2017-07-04 16:01:23+00:00,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,Unknown
52,882045870035918850,,,2017-07-04 01:18:17+00:00,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,Unknown
53,881906580714921986,,,2017-07-03 16:04:48+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,Unknown
54,881666595344535552,,,2017-07-03 00:11:11+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,Unknown
55,881633300179243008,8.816070373140521e+17,47384430.0,2017-07-02 21:58:53+00:00,Twitter for iPhone,,,,,17,10,,Unknown
56,881536004380872706,,,2017-07-02 15:32:16+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/881536004380872706/video/1,14,10,a,Pupper
57,881268444196462592,,,2017-07-01 21:49:04+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,Unknown
58,880935762899988482,,,2017-06-30 23:47:07+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,Unknown
59,880872448815771648,,,2017-06-30 19:35:32+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,,Unknown
60,880465832366813184,,,2017-06-29 16:39:47+00:00,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,Unknown
61,880221127280381952,,,2017-06-29 00:27:25+00:00,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,Jesse,Unknown
62,880095782870896641,,,2017-06-28 16:09:20+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,,Unknown
63,879862464715927552,,,2017-06-28 00:42:13+00:00,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,Unknown
64,879674319642796034,8.795538273341727e+17,3105440746.0,2017-06-27 12:14:36+00:00,Twitter for iPhone,,,,,14,10,,Unknown
65,879492040517615616,,,2017-06-27 00:10:17+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,Unknown
66,879415818425184262,,,2017-06-26 19:07:24+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,Unknown
67,879376492567855104,,,2017-06-26 16:31:08+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,Jack,Unknown
68,879130579576475649,,,2017-06-26 00:13:58+00:00,Twitter for iPhone,8.780576130401157e+17,4196983835.0,2017-06-23 01:10:23 +0000,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,Unknown
69,879050749262655488,,,2017-06-25 18:56:45+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,Steven,Unknown
70,879008229531029506,,,2017-06-25 16:07:47+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,Unknown
71,878776093423087618,,,2017-06-25 00:45:22+00:00,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13,10,Snoopy,Puppo
72,878604707211726852,,,2017-06-24 13:24:20+00:00,Twitter for iPhone,,,,https://twitter.com/bbcworld/status/878599868507402241,13,10,,Unknown
73,878404777348136964,,,2017-06-24 00:09:53+00:00,Twitter for iPhone,8.782815110064783e+17,4196983835.0,2017-06-23 16:00:04 +0000,"https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,Unknown
74,878316110768087041,,,2017-06-23 18:17:33+00:00,Twitter for iPhone,6.690003974455337e+17,4196983835.0,2015-11-24 03:51:38 +0000,https://twitter.com/dog_rates/status/669000397445533696/photo/1,11,10,Terrance,Unknown
75,878281511006478336,,,2017-06-23 16:00:04+00:00,Twitter for iPhone,,,,"https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,Unknown
76,878057613040115712,,,2017-06-23 01:10:23+00:00,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,Unknown
77,877736472329191424,,,2017-06-22 03:54:17+00:00,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13,10,Aja,Unknown
78,877611172832227328,,,2017-06-21 19:36:23+00:00,Twitter for iPhone,8.76850772322988e+17,512804507.0,2017-06-19 17:14:49 +0000,"https://twitter.com/rachel2195/status/876850772322988033/photo/1,https://twitter.com/rachel2195/status/876850772322988033/photo/1,https://twitter.com/rachel2195/status/876850772322988033/photo/1,https://twitter.com/rachel2195/status/876850772322988033/photo/1",14,10,,Pupper
79,877556246731214848,,,2017-06-21 15:58:08+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12,10,Penny,Unknown
80,877316821321428993,,,2017-06-21 00:06:44+00:00,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",13,10,Dante,Unknown
81,877201837425926144,,,2017-06-20 16:29:50+00:00,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",12,10,Nelly,Unknown
82,876838120628539392,,,2017-06-19 16:24:33+00:00,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",12,10,Ginger,Pupper
83,876537666061221889,,,2017-06-18 20:30:39+00:00,Twitter for iPhone,,,,https://twitter.com/mpstowerham/status/876162994446753793,14,10,,Unknown
84,876484053909872640,,,2017-06-18 16:57:37+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13,10,Benedict,Unknown
85,876120275196170240,,,2017-06-17 16:52:05+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/876120275196170240/photo/1,13,10,Venti,Unknown
86,875747767867523072,,,2017-06-16 16:11:53+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/875747767867523072/photo/1,13,10,Goose,Unknown
87,875144289856114688,,,2017-06-15 00:13:52+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/875144289856114688/video/1,13,10,Nugget,Unknown
88,875097192612077568,,,2017-06-14 21:06:43+00:00,Twitter for iPhone,,,,https://twitter.com/drboondoc/status/874413398133547008,13,10,,Unknown
89,875021211251597312,,,2017-06-14 16:04:48+00:00,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/875021211251597312/photo/1,https://twitter.com/dog_rates/status/875021211251597312/photo/1",12,10,,Unknown
90,874680097055178752,,,2017-06-13 17:29:20+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/874680097055178752/photo/1,12,10,Cash,Unknown
91,874434818259525634,,,2017-06-13 01:14:41+00:00,Twitter for iPhone,8.663349647612027e+17,4196983835.0,2017-05-21 16:48:45 +0000,"https://twitter.com/dog_rates/status/866334964761202691/photo/1,https://twitter.com/dog_rates/status/866334964761202691/photo/1",12,10,Coco,Unknown
92,874296783580663808,,,2017-06-12 16:06:11+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/874296783580663808/photo/1,13,10,Jed,Pupper
93,874057562936811520,,,2017-06-12 00:15:36+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/874057562936811520/photo/1,12,10,,Unknown
94,874012996292530176,,,2017-06-11 21:18:31+00:00,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/874012996292530176/photo/1,https://twitter.com/dog_rates/status/874012996292530176/photo/1",13,10,Sebastian,Puppo
95,873697596434513921,,,2017-06-11 00:25:14+00:00,Twitter for iPhone,8.688803978194944e+17,4196983835.0,2017-05-28 17:23:24 +0000,"https://twitter.com/dog_rates/status/868880397819494401/photo/1,https://twitter.com/dog_rates/status/868880397819494401/photo/1",14,10,Walter,Unknown
96,873580283840344065,,,2017-06-10 16:39:04+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/873580283840344065/photo/1,13,10,,Unknown
97,873337748698140672,,,2017-06-10 00:35:19+00:00,Twitter for iPhone,8.732137756329779e+17,4196983835.0,2017-06-09 16:22:42 +0000,"https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920/photo/1,https://twitter.com/dog_rates/status/873213775632977920/photo/1",12,10,Sierra,Pupper
98,873213775632977920,,,2017-06-09 16:22:42+00:00,Twitter for iPhone,,,,"https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920/photo/1,https://twitter.com/dog_rates/status/873213775632977920/photo/1",12,10,Sierra,Pupper
99,872967104147763200,,,2017-06-09 00:02:31+00:00,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/872967104147763200/photo/1,https://twitter.com/dog_rates/status/872967104147763200/photo/1",12,10,,Doggo
100,872820683541237760,,,2017-06-08 14:20:41+00:00,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1",13,10,,Unknown
101,872668790621863937,,,2017-06-08 04:17:07+00:00,Twitter for iPhone,8.726575842595512e+17,154767397.0,2017-06-08 03:32:35 +0000,https://twitter.com/loganamnosis/status/872657584259551233/photo/1,14,10,,Unknown
102,872620804844003328,,,2017-06-08 01:06:27+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/872620804844003328/photo/1,13,10,Monkey,Unknown
103,872486979161796608,,,2017-06-07 16:14:40+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/872486979161796608/photo/1,12,10,,Unknown
104,872261713294495745,,,2017-06-07 01:19:32+00:00,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/872261713294495745/photo/1,https://twitter.com/dog_rates/status/872261713294495745/photo/1",13,10,Harry,Unknown
105,872122724285648897,,,2017-06-06 16:07:15+00:00,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/872122724285648897/photo/1,https://twitter.com/dog_rates/status/872122724285648897/photo/1",12,10,Kody,Unknown
106,871879754684805121,,,2017-06-06 00:01:46+00:00,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/871879754684805121/photo/1,https://twitter.com/dog_rates/status/871879754684805121/photo/1",13,10,Lassie,Unknown
107,871762521631449091,,,2017-06-05 16:15:56+00:00,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1",12,10,Rover,Pupper
108,871515927908634625,,,2017-06-04 23:56:03+00:00,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/871515927908634625/photo/1,https://twitter.com/dog_rates/status/871515927908634625/photo/1",12,10,Napolean,Doggo
109,871166179821445120,,,2017-06-04 00:46:17+00:00,Twitter for iPhone,8.41077006473257e+17,4196983835.0,2017-03-13 00:02:39 +0000,https://twitter.com/dog_rates/status/841077006473256960/photo/1,12,10,Dawn,Unknown
110,871102520638267392,,,2017-06-03 20:33:19+00:00,Twitter for iPhone,,,,https://twitter.com/animalcog/status/871075758080503809,14,10,,Doggo
111,871032628920680449,,,2017-06-03 15:55:36+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/871032628920680449/photo/1,13,10,Boomer,Unknown
112,870804317367881728,,,2017-06-03 00:48:22+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/870804317367881728/photo/1,11,10,,Unknown
113,870726314365509632,8.707262027424932e+17,16487760.0,2017-06-02 19:38:25+00:00,Twitter for iPhone,,,,,10,10,,Unknown
114,870656317836468226,,,2017-06-02 15:00:16+00:00,Twitter for iPhone,,,,"https://www.gofundme.com/help-fix-codys-torn-acl,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1",13,10,Cody,Unknown
115,870374049280663552,,,2017-06-01 20:18:38+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/870374049280663552/photo/1,13,10,Zoey,Unknown
116,870308999962521604,,,2017-06-01 16:00:09+00:00,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/870308999962521604/photo/1,https://twitter.com/dog_rates/status/870308999962521604/photo/1",13,10,Rumble,Unknown
117,870063196459192321,,,2017-05-31 23:43:25+00:00,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/870063196459192321/photo/1,https://twitter.com/dog_rates/status/870063196459192321/photo/1",14,10,Clifford,Unknown
118,869988702071779329,,,2017-05-31 18:47:24+00:00,Twitter for iPhone,8.591969789027738e+17,4196983835.0,2017-05-02 00:04:57 +0000,https://twitter.com/dog_rates/status/859196978902773760/video/1,12,10,quite,Unknown
119,869772420881756160,,,2017-05-31 04:27:59+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/869772420881756160/photo/1,13,10,Dewey,Unknown
120,869702957897576449,,,2017-05-30 23:51:58+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/869702957897576449/photo/1,13,10,Stanley,Unknown
121,869596645499047938,,,2017-05-30 16:49:31+00:00,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/869596645499047938/photo/1,https://twitter.com/dog_rates/status/869596645499047938/photo/1",12,10,Scout,Doggo
122,869227993411051520,,,2017-05-29 16:24:37+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/869227993411051520/photo/1,13,10,Gizmo,Unknown
123,868880397819494401,,,2017-05-28 17:23:24+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/868880397819494401/photo/1,14,10,Walter,Unknown
124,868639477480148993,,,2017-05-28 01:26:04+00:00,Twitter for iPhone,8.685522785248379e+17,4196983835.0,2017-05-27 19:39:34 +0000,"https://www.gofundme.com/3ti3nps,https://twitter.com/dog_rates/status/868552278524837888/photo/1,https://twitter.com/dog_rates/status/868552278524837888/photo/1",12,10,Cooper,Unknown
125,868622495443632128,,,2017-05-28 00:18:35+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/868622495443632128/photo/1,13,10,,Unknown
126,868552278524837888,,,2017-05-27 19:39:34+00:00,Twitter for iPhone,,,,"https://www.gofundme.com/3ti3nps,https://twitter.com/dog_rates/status/868552278524837888/photo/1,https://twitter.com/dog_rates/status/868552278524837888/photo/1",12,10,Cooper,Unknown
127,867900495410671616,,,2017-05-26 00:29:37+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/867900495410671616/photo/1,12,10,,Unknown
128,867774946302451713,,,2017-05-25 16:10:44+00:00,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/867774946302451713/photo/1,https://twitter.com/dog_rates/status/867774946302451713/photo/1",13,10,Harold,Unknown
129,867421006826221569,,,2017-05-24 16:44:18+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/867421006826221569/photo/1,12,10,Shikha,Puppo
130,867072653475098625,,,2017-05-23 17:40:04+00:00,Twitter for iPhone,8.650134204453683e+17,7.874617784352891e+17,2017-05-18 01:17:25 +0000,"https://twitter.com/rachaeleasler/status/865013420445368320/photo/1,https://twitter.com/rachaeleasler/status/865013420445368320/photo/1,https://twitter.com/rachaeleasler/status/865013420445368320/photo/1,https://twitter.com/rachaeleasler/status/865013420445368320/photo/1",13,10,,Unknown
131,867051520902168576,,,2017-05-23 16:16:06+00:00,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/867051520902168576/photo/1,13,10,,Unknown
132,866816280283807744,,,2017-05-23 00:41:20+00:00,Twitter for iPhone,8.664507055314575e+17,4196983835.0,2017-05-22 00:28:40 +0000,"https://twitter.com/dog_rates/status/866450705531457537/photo/1,https://twitter.com/dog_rates/status/866450705531457537/photo/1",13,10,Jamesy,Pupper
